news_title,Lables,news_date,country,fact_checking_source
 Helicopters and military aircraft spraying and disinfecting the streets at 11 p.m. in Spain,FALSE,3/18/2020, Spain, Newtral.es
 Some of Madrid hospitals close because they are â€œtoo fullâ€ because of the coronavirus.,FALSE,3/18/2020, Spain, Newtral.es
" In Spain, La Paz, Gregorio MaraÃ±on or 12 de Octubre hospitals are closing because the are over capacity.",FALSE,3/18/2020, Spain, Newtral.es
 There is a Russian medicine that could be use against Sars-Cov-2.,FALSE,3/18/2020, Italy, Pagella Politica
 Drinking alcohol helps against the new coronavirus,FALSE,3/18/2020, Ukraine, VoxCheck
 Drinking hot water every 15 min helps fighting COVID-19.,FALSE,3/18/2020, Latvia, Re:Check
" â€œConfirmed casesâ€ of the novel coronavirus or 2019 nCoV were recorded at the Philippine Bank of Communications (PBCom) Tower in Makati City, according to a message that circulated Friday, January 24.",FALSE,1/24/2020, Philippines, Rappler
 There is a first case in Venezuela in the Bolivar state.,FALSE,1/23/2020, Venezuela, Efecto Cocuyo
 â€œ[The coronavirus is] â€œnewâ€ yet it was lab-created and patented in 2015â€.,Inaccurate,1/23/2020, United States, Science Feedback
 Saline solution can kill coronavirus.,FALSE,1/22/2020, China, AFP
 A post claims that you have to wear a disposable mask with the blue side out if you are sick and white side out if you are not.,FALSE,1/22/2020, Sri Lanka, AFP
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 Warning,FALSE,1/22/2020, Italy, Pagella Politica
 Russian scientists have a cure for fighting the new Chinese virus.,Clickbait / disinformation,1/22/2020," Bosnia and Herzegovina, Serbia", Raskrinkavanje
 Coronavirus outbreak linked to eating bats.,Unsupported,1/22/2020, United Kingdom, Science Feedback
 The coronavirus was created in a lab and patented.,FALSE,1/21/2020," France, United States", AFP
" The peak of the virus will be in two weeks. Normally, during those two weeks all the infections will occur, then there will be two weeks of calm and then two weeks where it goes down.",partially false,1/19/2020, Mexico, Animal PolÃ­tico
" Stores and supermarkets in Veracruz, Mexico will close due to coronavirus. Local government asks to buy supplies.",FALSE,1/18/2020, Mexico, Animal PolÃ­tico
" A chain message circulated on Tuesday, January 14, warning people to avoid going to Shangri-La Plaza, a mall in Mandaluyong City, because of a supposed case of Severe Acute Respiratory Syndrome (SARS) reported in one of the mallâ€™s medical clinics.",FALSE,1/14/2020, Philippines, Rappler
" WhatsApp text that says, among other things, that the Chinese created the virus and that the main cities in China did not suffer from the pandemic.",FALSE,1/4/2020, Brazil, Aos Fatos
 The new coronavirus dies when a temperature around is 26-27 degrees Celsius.,FALSE,3/12/2020, Ukraine, VoxCheck
 Saint Lukeâ€™s Hospital of the USA says consuming alcohol can reduce the risk of COVID-19.,Mostly false,3/12/2020, India, India Today
" Live stream about the infected foreigners coming to Ukraine from Italy, which went viral.",Misleading,3/12/2020, Ukraine, VoxCheck
 Coronavirus first infection In Jeddah..,Misleading,3/12/2020," Middle East, North Africa", Misbar
" The novel coronavirus after 2,600 times magnified.",Misleading,3/12/2020," Middle East, North Africa", Misbar
" The virus can be overcome by drinking hot water every 15 minutes, avoiding cold drinks and ice cream, going out in the sun to kill the virus, and with the â€œself-diagnostic guidelineâ€ â€” if you hold your breath for 10 seconds and then you do not cough, you do not choke, you do not feel any tension in the lungs, you have no cystic fibrosis in the lungs and the situation is reversible.",FALSE,3/12/2020," North Macedonia, Croatia, Bosnia and Herzegovina, Greece", Vistinomer
 Prime Minister Ana Brnabic claimed that the number of respirators is a state secret in all countries.,FALSE,3/12/2020, Serbia, Istinomer
" A doctor from North Macedonia states that the new coronavirus outbreak  is a conspiracy against humanity or a conspiracy of the pharmaceutical industry for profit, and that the new coronavirus is not dangerous.",FALSE,3/12/2020, North Macedonia, Vistinomer
 Cuba has developed a vaccine against coronavirus.,FALSE,3/12/2020, Brazil, EstadÃ£o Verifica
 Drinking tea and hot water kills the virus; lemon slices in warm water may save your life; itâ€™s recommended to keep your money in a sealed plastic bag; a conspiracy theory suggests China is benefiting from the pandemic; vinegar is good for cleaning your hands.,FALSE,3/12/2020, Brazil, EstadÃ£o Verifica
 A YouTube video claims to show mass animal killings linked to coronavirus outbreak.,FALSE,3/12/2020, Canada, DÃ©crypteurs - Radio-Canada
" KFC San Marino Shopping (Guayaquil, Ecuador) employee with COVID-19.",FALSE,3/12/2020, Ecuador, Ecuador Chequea
 Jair Bolsonaro tested positive for COVID-19.,FALSE,3/12/2020, Ecuador, Ecuador Chequea
 Policemen in China chase COVID-19 in a subway station.,FALSE,3/12/2020, Ecuador, Ecuador Chequea
 UNICEFâ€™s advice on preventing COVID-19,FALSE,3/12/2020, Ecuador, Ecuador Chequea
" franceinfo hosted a chat with a scientist in order to answer questions about the coronavirus, including fake news",Explanatory,1/31/2020, France, franceinfo
" Scientists and experts answer questions and rumors about the coronavirus (bat soup, Wuhan P4 Laboratory, patented virus, people collapsing, etc).",FALSE,1/31/2020, France, franceinfo
 A huge container of soda drinks was infected with coronavirus.,FALSE,1/31/2020, Colombia, La Silla VacÃ­a
" The coronavirus was called a â€œplagueâ€ by the WHO, and that 2.9 million were infected while 950,680 people had died",FALSE,1/31/2020, United States, LeadStories
 The Lysol and coronavirus conspiracy,FALSE,1/31/2020, Spain, Maldita.es
 Over 1.500 people have died because of coronavirus,FALSE,1/31/2020, Spain, Maldita.es
" Video shows a market in the Chinese city of Wuhan, where the deadly coronavirus strain emerged.",FALSE,1/31/2020, India, NewsMobile
 Canadian Department of Health issues emergency notification that asks people to drink warm water.,FALSE,1/31/2020, Spain, Newtral.es
 China builds a hospital in 48 hours for coronavirus patients.,FALSE,1/31/2020, Spain, Newtral.es
 Bill Gates funds institute hold patent and also predicted outbreak and 65 Million Deaths.,FALSE,1/31/2020, Spain, Newtral.es
 There is a link between the coronavirus 2019-nCoV and irregular migration.,No evidence,1/31/2020, Italy, Pagella Politica
 A team of medical trainees from JKUAT (a university in Kenya) have developed and tested a vaccine successfully.,FALSE,1/31/2020, Kenya, PesaCheck
 Says the coronavirus isnâ€™t new because â€œLysol has it listed as one of the viruses that it kills.â€,FALSE,1/31/2020, United States, PolitiFact
 Coronavirus was created in the lab in order to destroy the Chinese economy. The vaccine is already available.,"Pseudoscience, fake news, disinformation",1/31/2020, Bosnia and Herzegovina, Raskrinkavanje
" Environmental Enzymes can prevent 2019-nCov. Use them to wash vegetables, rinse your mouth, wash nostril and your hands.",FALSE,1/31/2020, Taiwan, Taiwan FactCheck Center
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 Warning,FALSE,1/22/2020, Italy, Pagella Politica
 Russian scientists have a cure for fighting the new Chinese virus.,Clickbait / disinformation,1/22/2020," Bosnia and Herzegovina, Serbia", Raskrinkavanje
 Coronavirus outbreak linked to eating bats.,Unsupported,1/22/2020, United Kingdom, Science Feedback
 Chinese influencer accused of causing coronavirus outbreak after eating bat soup.,FALSE,1/22/2020, Canada, DÃ©crypteurs - Radio-Canada
" â€œPatent on this â€œnewâ€ coronavirus expired on the 22nd, todayâ€.",Not true,1/22/2020, United States, LeadStories
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 The coronavirus was created in a lab and patented.,FALSE,1/21/2020," France, United States", AFP
" The peak of the virus will be in two weeks. Normally, during those two weeks all the infections will occur, then there will be two weeks of calm and then two weeks where it goes down.",partially false,1/19/2020, Mexico, Animal PolÃ­tico
" Stores and supermarkets in Veracruz, Mexico will close due to coronavirus. Local government asks to buy supplies.",FALSE,1/18/2020, Mexico, Animal PolÃ­tico
" A chain message circulated on Tuesday, January 14, warning people to avoid going to Shangri-La Plaza, a mall in Mandaluyong City, because of a supposed case of Severe Acute Respiratory Syndrome (SARS) reported in one of the mallâ€™s medical clinics.",FALSE,1/14/2020, Philippines, Rappler
" WhatsApp text that says, among other things, that the Chinese created the virus and that the main cities in China did not suffer from the pandemic.",FALSE,1/4/2020, Brazil, Aos Fatos
" If you are infected with the new coronavirus, for high fever you should not take Ibuprofen (Brufen) or Paracetamol. Adults should drink a strong black coffee every few hours.",FALSE,3/17/2020," North Macedonia, Greece, Serbia, Bosnia and Herzegovina", Vistinomer
 Harvard scientists explain,FALSE,3/17/2020," North Macedonia, Albania", Vistinomer
 Army trucks are deployed in Paris and in other large French cities because of the coronavirus epidemic.,FALSE,3/17/2020, France, franceinfo
" If you can hold your breath for more than 10 seconds, you are not infected by coronavirus.",FALSE,3/17/2020, India, FactCrescendo
" Water in Venice begins to become more crystalline, thanks to the ban in Italy by COVID-19.",FALSE,3/17/2020, Mexico, Animal PolÃ­tico
 The executive order to restrict worship in South Korea for prevention of epidemics is religious oppression.,FALSE,3/17/2020, South Korea, JTBC news
 There is censorship against the use of chloroquine as a treatment.,FALSE,3/17/2020, Canada, DÃ©tecteur de rumeurs
 U.S. President Donald Trump or presidential candidate Joe Biden referred to the novel coronavirus pandemic as a time when â€œpeople are dying that have never died before.â€,FALSE,3/17/2020, United States, AFP
 President Trumpâ€™s use of data for deaths from swine flu and seasonal flu.,Misleading,3/17/2020, United States, Washington Post Fact-Checker
 Having a beard increases your chances of getting coronavirus.,FALSE,3/17/2020, United States, MediaWise
 Sweden refused to fight the coronavirus.,FALSE,3/17/2020," Azerbaijan, Kazakhstan, Kyrgyzstan, Russia", Factcheck.kz
" Taking a hot bath, breathing in hot steam or using a hand dryer to blow hot air up the nose are effective ways to prevent COVID-19, according to a lecturer in health sciences faculty at Ghanaian university.",FALSE,3/17/2020, Ghana, AfricaCheck
" Warm water with salt prevents the new coronavirus infection, killing it in the throat.",FALSE,3/17/2020, Portugal, Observador
 An image shows a train transporting the COVID-19 virus.,FALSE,3/17/2020, Portugal, Observador
 A hospital in Debar (North Macedonia) was left without an epidemiologist.,FALSE,3/17/2020, North Macedonia, Vistinomer
 UNICEF recommendations,Misleading,3/5/2020, India, The Quint
 The WHO has issued an alert against buying holy colors from China,FALSE,3/5/2020, India, Vishvas News
" President Donald Trump tweeted, â€œCoronavirus vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions",FALSE,3/5/2020, United States, PolitiFact
 Viral claims propagating UNICEF message about coronavirus.,FALSE,3/5/2020, Sri Lanka, FactCrescendo
 Precautionary measures suggested by UNICEF.,FALSE,3/5/2020, India, Factly
 The Success of an Egyptian serum in treating coronavirus.,FALSE,3/5/2020," Middle East, North Africa", Misbar
 Crown Prince of Abu Dhabi Mohammed bin Zayed is infected with coronavirus.,FALSE,3/5/2020," Middle East, North Africa", Misbar
 Four cases of coronavirus were reported in the West Bank.,Misleading,3/5/2020," Middle East, North Africa", Misbar
" In Kuwait, he sneezed during Friday sermon, and the worshipers expelled him.",Misleading,3/5/2020," Middle East, North Africa", Misbar
 The vaccine against the new coronavirus was created before the disease appeared; three people who recently arrived from China in Sarajevo Canton are under medical supervision and have brought COVID-19 to Sarajevo.,FALSE,3/5/2020," North Macedonia, Croatia, Bosnia and Herzegovina", Vistinomer
 80 clients of a brothel were put on quarantine due to coronavirus.,FALSE,3/5/2020, Brazil, EstadÃ£o Verifica
 A post says that there is a movie that predicted the pandemic and itâ€™s called â€œCoronavirusâ€.,FALSE,3/5/2020, Portugal, Observador
 Article says that the Vatican confirmed that the Pope and two assistants have coronavirus.,FALSE,3/5/2020, Portugal, Observador
 NHK Worldâ€™s Chinese language service calls COVID-19 the â€œNovel Japanese Coronavirusâ€.,FALSE,3/5/2020, Japan, BuzzFeed Japan
 Photos show a well-stocked vegan shelf while other items are cleared out.,Misleading,3/4/2020, Australia, AFP
 UNICEF releases coronavirus prevention guidelines.,FALSE,3/4/2020," Sri Lanka, India, Malaysia, Philippines", AFP
" This video shows panic buying in the United States, during the coronavirus outbreak",FALSE,3/4/2020, Hong Kong, AFP
 This is a photo of the first Moroccan infected with the virus.,FALSE,3/4/2020, Morocco, AFP
 COVID-19 was created in 2014 by an English institute.,FALSE,3/4/2020, Argentina, Chequeado
 The first dog was infected with coronavirus.,Correct,3/4/2020, Germany, Correctiv
 Israel creates a vaccine for the coronavirus.,FALSE,3/4/2020, Ecuador, Ecuador Chequea
 Dr. Lupita Yamamoto has found a vaccine that destroys the coronavirus.,FALSE,3/4/2020, Ecuador, Ecuador Chequea
 First policeman infected with coronavirus in Ecuador.,FALSE,3/4/2020, Ecuador, Ecuador Chequea
 10 coronavirus cases confirmed in Ecuador.,FALSE,3/4/2020, Ecuador, Ecuador Chequea
 First policeman infected with coronavirus in Ecuador.,FALSE,3/4/2020, Ecuador, Ecuador Chequea
 The Simpsons predicted the coronavirus pandemic years ago.,FALSE,3/4/2020, Iran, Factnameh
 The common cold is the only type of coronavirus.,Misleading,3/4/2020, United States, LeadStories
 Officials say coronavirus killed 200 in Iran.,FALSE,3/4/2020, United States, LeadStories
 New coronavirus was registered in 2018.,FALSE,3/4/2020, Spain, Maldita.es
 Indian Prime Minister Narendra Modi,FALSE,3/4/2020, Taiwan, Taiwan FactCheck Center
 Video shows people behaving abnormally in China due to coronavirus.,FALSE,2/6/2020, India, Factly
" Video shows bats found under the tiles of many roofs in Hubei, China, that were the source of coronavirus.",FALSE,2/6/2020, India, Factly
 Coronavirus was created in a laboratory in Wuhan.,FALSE,2/6/2020, Croatia, Faktograf
 Vitamin C stops or slows novel coronavirus.,FALSE,2/6/2020, United States, LeadStories
 China is seeking courtâ€™s approval to kill all who tested positive with coronavirus.,FALSE,2/6/2020, India, NewsMobile
 The label on Dettol disinfectant spray claims it is proven to â€œkill coronavirus;â€ the company knew about the new strain since 2019.,FALSE,2/6/2020, India, NewsMobile
 Ultimo (Italian singer) has coronavirus.,FALSE,2/6/2020, Italy, Pagella Politica
 Woman eats bat soup contaminated with coronavirus in China.,Misleading,2/6/2020, Mexico, Spondeo Media
 People infected with coronavirus die in the street while doctors travel through the infection zone.,FALSE,2/6/2020, Mexico, Spondeo Media
" Share this post on Facebook, and get free face masks.",FALSE,2/6/2020, Taiwan, Taiwan FactCheck Center
 WHO calls for isolation of China due to the coronavirus.,FALSE,2/6/2020, Indonesia, TEMPO
 Video shows an infected baby with a doctor.,FALSE,2/6/2020, Turkey, Teyit
 Coronavirus discovered In broiler chicken.,FALSE,2/6/2020, India, Vishvas News
 A Bulgarian doctor claims that alcohol helps cure or prevent the new coronavirus.,FALSE,2/6/2020, North Macedonia, Vistinomer
 You canâ€™t transmit the virus to other people if you donâ€™t feel its symptoms.,FALSE,2/6/2020, France, Les DÃ©codeurs
 China seeks approval from the court to kill over 20 000 coronavirus patients.,FALSE,2/6/2020, Nigeria, Dubawa
 Coronavirus found in broiler chicken,FALSE,2/6/2020, India, Factly
 The health insurance fee in South Korea will increase because of the treatment cost for Chinese patients.,Misleading,2/6/2020, South Korea, JTBC news
 Several posts say that coronavirus deaths are linked to 5G technology.,FALSE,2/6/2020, Portugal, Observador
 The new coronavirus can be cured with a bowl of garlic water.,FALSE,2/6/2020, Portugal, Observador
 Boiled garlic water can protect from COVID-19.,FALSE,2/5/2020, Pakistan, AFP
 Tinospira crispa plants can treat COVID-19.,Misleading,2/5/2020, Philippines, AFP
" There is a case of COVID-19 in Alberta, Canada, on 2/5/20.",FALSE,2/5/2020, Canada, AFP
" A case of the novel coronavirus was registered in a hospital in MaranhÃ£o, Brazil.",FALSE,2/5/2020, Brazil, AgÃªncia Lupa
 This is a market in China where bats and snakes were served as food.,FALSE,2/5/2020, Brazil, AgÃªncia Lupa
 Doctors confirm the novel coronavirus may arrive in Brazil through AliExpress packages.,FALSE,2/5/2020, Brazil, AgÃªncia Lupa
 A study is linked to coronavirus.,Misleading,2/5/2020, India, BOOM FactCheck
 â€œCoronavirus epidemic in Poland.â€,Misleading,2/5/2020, Poland, Demagog
 Coronavirus has infected broiler chicken.,FALSE,2/5/2020, India, FactCrescendo
 Dettol sanitizer can kill tthe coronavirus. The company knew about the coronavirus back in 2019.,Misleading,2/5/2020, India, Factly
 The novel coronavirus can be cured by one bowl of freshly boiled garlic.,FALSE,2/5/2020, India, Factly
 Videos show pigs being buried in China due to the coronavirus outbreak.,FALSE,2/5/2020, India, Factly
 Children under 8 are immune to the novel coronavirus.,FALSE,2/5/2020, Iran, Factnameh
 Health Canada has advised that keeping the throat moist by drinking water can prevent infection.,FALSE,2/5/2020, Iran, Factnameh
 Coronavirus is caused by bat soup.,FALSE,2/5/2020, Croatia, Faktograf
 Farts were recorded by infrared temperature sensors recently installed in airports and train stations to monitor temperatures of passengers amid the coronavirus outbreak.,Misleading,2/5/2020, Spain, Maldita.es
 Rinsing your mouth with salted water will prevent coronavirus infection.,FALSE,2/5/2020, Spain, Maldita.es
" First case of coronavirus in San Vicente del Raspeig (Alicante, Spain).",FALSE,2/5/2020, Spain, Maldita.es
 Spainâ€™s Health Secretary advises against selling products from China.,FALSE,2/5/2020, Spain, Maldita.es
 â€œThe Simpsonsâ€ predicted the new coronavirus outbreak.,FALSE,2/5/2020, Spain, Maldita.es
" Confirmed cases of coronavirus have been found in Shaheen Bagh, Delhi.",Misleading,2/5/2020, India, Newschecker
 Cow urine cures coronavirus.,Misleading,2/5/2020, India, Newschecker
" 1. Chinese Prime Minister Li Keqiang visited a mosque and seek protection to the country from coronavirus. 
2. Chinese president Xi Jinping visited a mosque in China after realizing the fact that only Allah can save China from this epidemic.",FALSE,2/5/2020, India, Newschecker
 Chinese prime minister visits a mosque following the coronavirus outbreak.,FALSE,2/5/2020, India, NewsMobile
 A photo shows people in China fainting on the street after they were infected with the coronavirus,FALSE,2/5/2020, Spain, Newtral.es
 Colombia closes its borders to Ecuadorians.,FALSE,3/4/2020, Ecuador, Ecuador Chequea
 Israel creates a vaccine for the coronavirus.,FALSE,3/4/2020, Ecuador, Ecuador Chequea
 Dr. Lupita Yamamoto has found a vaccine that destroys the coronavirus.,FALSE,3/4/2020, Ecuador, Ecuador Chequea
" First coronavirus case in Ambato, Ecuador.",FALSE,3/4/2020, Ecuador, Ecuador Chequea
 10 coronavirus cases are confirmed in Ecuador.,FALSE,3/4/2020, Ecuador, Ecuador Chequea
 First policeman infected with coronavirus in Ecuador.,FALSE,3/4/2020, Ecuador, Ecuador Chequea
 Vitamin C prevents coronavirus.,FALSE,3/4/2020, Denmark, TjekDet.dk
 China names COVID-19 the â€Japanese pneumoniaâ€.,FALSE,3/4/2020, Japan, BuzzFeed Japan
 People queue outside an Aldi supermarket in Germany to buy food in fear of the new coronavirus.,FALSE,3/3/2020, France, AFP
 Ads are selling masks protecting against COVID-19.,Misleading,3/3/2020, United States, AFP
 Multiple allegations on how to protect oneself from the new coronavirus.,Partly false,3/3/2020, Sri Lanka, AFP
 Multiple allegations on how to protect oneself from CoV.,Partially false,3/3/2020, Sri Lanka, AFP
 A man is hospitalized after eating a bat.,Misleading,3/3/2020, Singapore, AFP
 Russia said COVID-19 is man-made.,Misleading,3/3/2020, Hong Kong, AFP
 The coronavirus has been discovered in poultry.,FALSE,3/3/2020, Sri Lanka, AFP
 Scientists â€œare shocked to discover that weed kills coronavirus.â€,FALSE,2/3/2020, United States, PolitiFact
 â€œThe coronavirus was engineered by scientists in a lab.â€,FALSE,2/3/2020, United States, PolitiFact
 Coronavirus contains â€œHIV insertions.â€,FALSE,2/3/2020, United States, Science Feedback
 The Wuhan coronavirus was leaked from the Wuhan P4 lab.,Partly false,2/3/2020, Taiwan, Taiwan FactCheck Center
 A video shows the Wuhan market.,FALSE,2/3/2020, Taiwan, Taiwan FactCheck Center
 A photo shows a Japanese professor who saysTaiwan doesnâ€™t need to join the WHO.,FALSE,2/3/2020, Taiwan, Taiwan FactCheck Center
 Garlic water can cure the new coronavirus.,Misleading,2/3/2020, India, The Quint
" In a video, the Chinese prime minister offers namaz (prayer) during the coronavirus scare.",FALSE,2/3/2020, India, The Quint
 â€œYouâ€™re more likely to die of influenza right nowâ€ than the 2019 coronavirus.,HALF TRUE,2/3/2020, United States, PolitiFact
 Pigs are being burned alive in China to control the coronavirus.,FALSE,2/3/2020, India, India Today
 The religious beliefs of some Macedonian citizens are being used to create panic and misinformation about the new coronavirus by citing Russian texts portraying it as the beginning of a worldwide catastrophe.,FALSE,2/3/2020," North Macedonia, Russia", Vistinomer
 â€œThe Simpsonsâ€ has predicted the coronavirus since 1993.,Misleading,2/3/2020," Middle East, North Africa", Misbar
 A post says that WHO has adviced against unprotected sex with animals to prevent a coronavirus infection.,FALSE,2/3/2020, Portugal, Observador
" The coronavirus outbreak is the start of a depopulation program, based on links established by the Bill and Melinda Gates Foundation.",FALSE,2/2/2020, Lithuania, 15min.lt
" The white side of a surgical mask should be worn on the outside, with the colored side on the inside.",Misleading,2/2/2020, India, BOOM FactCheck
 A brothel in Spain was under quarantine.,FALSE,3/3/2020, Brazil, EstadÃ£o Verifica
 An image shows Senate Minority Leader Chuck Schumer criticizing President Trumpâ€™s restrictions on foreign nationals traveling to the U.S. from China.,FALSE,3/3/2020, United States, FactCheck.org
 The government â€” or specific states such as Michigan or Florida â€” has mandated that employers and schools close for two weeks.,FALSE,3/3/2020, United States, FactCheck.org
 Pope Francis and his two aides have been infected with the new coronavirus,FALSE,3/3/2020, United States, FactCheck.org
 The CDC recommends men shave their beards to be protected against the new coronavirus.,FALSE,3/3/2020, Spain, Newtral.es
 A bovine vaccine can be used to inoculate people against coronavirus.,FALSE,3/3/2020, United States, LeadStories
 Patents mean deadly diseases and viruses were created or invented in a lab.,FALSE,3/3/2020, United States, LeadStories
 You canâ€™t get infected by kissing the hands of a virgin or saint statue.,FALSE,3/3/2020, Spain, Maldita.es
 An audio clip claims Kenya has recorded 63 cases of COVID-19.,FALSE,3/3/2020, Kenya, PesaCheck
 Pope Francis and two of his aides have been infected with COVID-19.,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 Japanese Asahi Shimbun TV,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 A study published by two Chinese research institutions suggest that human semen can cure COVID-19.,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 Spices can ward off the new coronavirus.,Misleading,3/3/2020, Indonesia, TEMPO
 Coronavirus can be transmitted through imported goods,FALSE,3/3/2020, Indonesia, TEMPO
 Coronavirus dies in temperatures 26-27C and when exposed to sunlight.,FALSE,3/3/2020, Indonesia, TEMPO
 A Chinese woman from Wuhan arrived in France with suspected symptoms of coronavirus.,Misleading,1/24/2020, France, franceinfo
 A 2015 research article about a lab-made coronavirus referred to the current outbreak.,Misleading,1/24/2020, United States, LeadStories
" That the China-centered coronavirus had infected 2.8 million people and killed 112,000.",FALSE,1/24/2020, United States, LeadStories
" Thereâ€™s a â€˜coronavirus patentâ€™, FEMA â€˜proposes martial lawâ€™, Gates Foundation predicted virus, â€˜funded group who owns virus patentâ€™, coronavirus was â€˜created in a labâ€™ as a â€˜bioweapon for population controlâ€™.",FALSE,1/24/2020, United States, PolitiFact
" â€œConfirmed casesâ€ of the novel coronavirus or 2019 nCoV were recorded at the Philippine Bank of Communications (PBCom) Tower in Makati City, according to a message that circulated Friday, Jan. 24.",FALSE,1/24/2020, Philippines, Rappler
" â€œThe new fad disease called the â€˜coronavirusâ€™ is sweeping headlines. Funny enough, there was a patent for the coronavirus was filed in 2015 and granted in 2018.â€",(Org. doesn't apply rating),1/24/2020, United States, FactCheck.org
 â€œSo let me get this straight about this virus. Itâ€™s â€˜newâ€™ yet it was lab created and patented in 2015 (in development since 03â€™).â€,(Org. doesn't apply rating),1/24/2020, United States, FactCheck.org
 The first case of new coronavirus in Venezuela has been registered. It comes from the Bolivar state.,FALSE,1/23/2020, Venezuela, Efecto Cocuyo
 â€œ[The coronavirus is] â€˜newâ€™ yet it was lab-created and patented in 2015â€.,Misleading,1/23/2020, United States, Science Feedback
 The novel coronavirus was made in a lab and is now spread as a way to force vaccinate people.,FALSE,1/23/2020, Denmark, TjekDet.dk
 Coronavirus was created in a lab in order to destroy the Chinese economy. The vaccine is already available.,FALSE,1/23/2020," Bosnia and Herzegovina, Serbia", Raskrinkavanje
 Saline solutions can kill the new coronavirus.,FALSE,1/22/2020, China, AFP
 You have to wear a disposable mask with the blue side out if you are sick and the white side out if you are not.,FALSE,1/22/2020, Sri Lanka, AFP
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 â€œ[The coronavirus is] â€˜newâ€™ yet it was lab-created and patented in 2015â€.,Misleading,1/23/2020, United States, Science Feedback
 The novel coronavirus was made in a lab and is now spread as a way to force vaccinate people.,FALSE,1/23/2020, Denmark, TjekDet.dk
 Coronavirus was created in a lab in order to destroy the Chinese economy. The vaccine is already available.,FALSE,1/23/2020," Bosnia and Herzegovina, Serbia", Raskrinkavanje
 Saline solutions can kill the new coronavirus.,FALSE,1/22/2020, China, AFP
 You have to wear a disposable mask with the blue side out if you are sick and the white side out if you are not.,FALSE,1/22/2020, Sri Lanka, AFP
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 Warning,FALSE,1/22/2020, Italy, Pagella Politica
 Russian scientists have found a cure for the new Chinese virus.,Misleading,1/22/2020," Bosnia and Herzegovina, Serbia", Raskrinkavanje
 The new coronavirus outbreak is linked to eating bats.,No evidence,1/22/2020, United Kingdom, Science Feedback
 Chinese influencer caused the new coronavirus outbreak after eating bat soup.,FALSE,1/22/2020, Canada, DÃ©crypteurs - Radio-Canada
" â€œA patent on this â€˜newâ€™ coronavirus expired on the 22nd (of January), todayâ€.",FALSE,1/22/2020, United States, LeadStories
 â€œThereâ€™s magically already a vaccine available.â€,FALSE,1/22/2020, United States, LeadStories
 The coronavirus was created in a lab and patented.,FALSE,1/21/2020," France, United States", AFP
 A Chinese market caused the new coronavirus (video).,Misleading,1/21/2020," Middle East, North Africa", Misbar
" The peak of the new coronavirus will happen in two weeks (from Jan 18). During those two weeks, all the infections will occur, then there will be two very calm weeks and another two until it will all go down.",Partially false,1/19/2020, Mexico, Animal PolÃ­tico
 Stores and supermarkets in Veracruz (Mexico) will close due to the new coronavirus. The local government has asked people to buy supplies.,FALSE,1/18/2020, Mexico, Animal PolÃ­tico
" A chain message circulated on Tuesday, Jan. 14, warning people to avoid going to Shangri-La Plaza (a mall in Mandaluyong City) because of a supposed case of Severe Acute Respiratory Syndrome (SARS) reported in one of the mallâ€™s medical clinics.",FALSE,1/14/2020, Philippines, Rappler
 Chinese people are fleeing China to Vietnam because of coronavirus.,FALSE,2/21/2020, France, France 24 Observers
" Six coronavirus cases confirmed in Wichita, Kansas.",FALSE,2/21/2020, United States, LeadStories
 Four people have died in Zanzibar after handling a chicken infected with COVID-19.,FALSE,2/21/2020, Tanzania, PesaCheck
" Coronavirus has arrived in Sarajevo, Bosnia and Herzegovina.",Misleading,2/21/2020, Bosnia and Herzegovina, Raskrinkavanje
" In a video, a Chinese epidemiologist says there are millions infected.",FALSE,2/21/2020, Venezuela, Efecto Cocuyo
 Evacuation of Yemeni students by the Sultan of Oman in China.,FALSE,2/21/2020," Middle East, North Africa", Misbar
 Cannabis boosts immunity against COVID-19,Misleading,2/20/2020, Sri Lanka, AFP
 Rainbow shimmers behind a COVID-19 disinfectant truck in China.,FALSE,2/20/2020, Hong Kong, AFP
 Those are corpses on the street in Wuhan.,FALSE,2/20/2020, Hong Kong, AFP
" Social media posts claim Chloroquine, an antimalarial drug, can cure COVID-19.",FALSE,2/20/2020, Nigeria, Dubawa
 Chinese converting to Islam after realizing that no Muslim was affected by COVD19 in the country.,FALSE,2/20/2020, India, FactCrescendo
" 20 million Chinese convert to Islam, and coronavirus does not affect Muslims.",FALSE,2/20/2020, United States, LeadStories
